manhole_id,depth_to_invert,upstream_pipe_count,upstream_pipe_total_length,upstream_pipe_weighted_avg_diameter,upstream_pipe_weighted_avg_gradient,upstream_storm_impervious_area,upstream_sanitary_population,stream_order
MH1400226,4.069999999999993,4,348.81839956711116,200.00000000000003,0.03899736945322128,0.024980087963869812,185.3000000000001,1
MH1400228,2.7672833251999975,5,356.32362550876593,314.51550181361483,0.03816755058153009,2.577157247111015,98.60000000000001,2
MH1400230,3.219999999999999,4,291.03429472656427,267.29635178345075,0.0448400763637182,2.4304832638893767,90.00000000000001,2
MH1400232,3.200000000000003,3,249.94515561391557,200.0,0.051023193342859825,0.024980087963869812,185.3000000000001,1
MH1400234,3.6799999999999926,3,245.93176909921192,261.29868366111964,0.047004907264894896,1.928654627509295,79.0,2
MH1400236,3.1700000000000017,2,205.11373589506516,199.99999999999997,0.055305901140640934,0.024980087963869812,72.39999999999998,1
MH1400238,3.1299999999999955,2,103.01680498037186,207.60844121012533,0.04135247643150724,1.7488310888786056,76.19999999999999,2
MH1400240,3.1940000000000026,1,61.904546214474,200.0,0.06532638145814341,0.024980087963869812,53.399999999999984,1
MH1400242,3.280000000000001,0,0.0,0.0,0.0,0.0,24.200000000000003,1
MH1400244,3.210000000000008,0,0.0,0.0,0.0,0.327704276071639,2.8,1
MH1498064,3.8500000000000085,3,310.8282392946195,246.8218789197471,0.03207559268947215,1.6386414012913597,139.00000000000003,2
MH1498069,3.759999999999991,2,190.85636768607827,200.00000000000003,0.0382486583418956,0.0,27.0,1
MH396965,3.4000000000000057,6,320.1134445917905,284.7923999953575,0.010090172888923471,1.2568885223192419,41.0,3
MH397219,3.1099999999999994,10,469.7484594697347,225.9897014365007,0.03812678815427579,3.2206894239005077,244.40000000000035,3
MH397221,2.809999999999988,8,494.6477614376909,223.08070005159013,0.03998805117910482,3.1698264548998942,313.60000000000036,2
MH397654,3.3700000000000045,4,313.82139740521023,267.0065408202945,0.024058270285028844,2.3643238214361,30.199999999999996,2
MH397904,3.980000000000004,3,205.62744022623502,199.99999999999994,0.03686278442050516,0.0,27.0,1
MH398171,3.3999999999999915,2,221.52132483259146,200.0,0.008983333778379492,0.0,87.2,1
MH398172,3.3699999999999903,17,1352.1005721304023,299.1544130490702,0.01725907116748813,5.830939904007871,235.4000000000002,6
MH398173,3.3999999999999915,18,1399.5525477683589,309.35461416731005,0.018703120537873826,5.9846943065020906,240.40000000000018,6
MH398175,3.3700000000000045,3,268.9320884314506,200.0,0.01825739735498886,0.08269582761067569,92.2,1
MH398558,2.759999999999991,2,128.62049996116167,222.74830529979846,0.007075077458684897,0.6044409299877102,88.10000000000001,1
MH398560,2.3900000000000006,1,70.10253194257723,200.0,0.007988299202355666,0.45693023280438505,88.10000000000001,1
MH398561,3.8500000000000085,12,668.75653393092,238.48902997143756,0.014369953058271968,3.5683914833339556,643.0999999999995,4
MH398562,3.9000000000000057,11,606.7569328838736,224.54007410192787,0.015426276145725365,3.4718274896035544,637.4999999999994,4
MH398563,3.8900000000000006,9,510.92510687440887,228.4812103332846,0.01554043810564143,2.604125281211992,432.50000000000017,3
MH400936,5.25,162,10550.585321573035,337.39756152097743,0.023363537897369318,41.21787341099819,5856.919999999998,42
MH400937,3.780000000000001,7,357.2994286724016,301.9864022544581,0.010019607401282446,1.2568885223192419,41.0,3
MH400939,3.3299999999999983,7,438.540363202394,277.1761156013613,0.01981573585733866,3.041852636267448,74.6,3
MH400940,4.560000000000002,148,9583.15113403589,338.64212971025654,0.021356127763979972,36.634499897512185,5699.320000000006,40
MH400941,2.430000000000007,0,0.0,0.0,0.0,0.8187412884433307,189.30000000000007,1
MH400942,2.1499999999999915,0,0.0,0.0,0.0,0.28783489149923136,62.49999999999999,1
MH400943,3.25,5,365.3824328899138,200.00000000000003,0.022168553468580265,0.0,527.8000000000001,2
MH400944,2.3629999999999995,0,0.0,0.0,0.0,0.25586269807864215,24.4,1
MH401323,2.75,4,218.84796205962994,200.0,0.029518209533245847,1.4617715015072081,119.19999999999997,2
MH401324,3.3799999999999955,6,322.0010704196709,216.60546989729843,0.025310474866987,1.644628821926664,137.4,3
MH402868,3.1799999999999926,4,316.4684733071015,199.99999999999997,0.0236674444115376,0.0,362.8,2
MH402978,4.6299999999999955,11,832.3947023915333,227.40286369722688,0.02725029356245303,0.024980087963869812,306.7000000000001,2
MH403713,4.159999999999997,71,4518.777981837846,311.0023769071273,0.025844597913284,21.542758949566053,1466.599999999996,21
MH405860,2.9399999999999977,2,145.62607343915815,200.0,0.014077149452611432,1.304805823386215,55.599999999999994,1
MH405861,2.239999999999995,3,223.37864969212933,200.00000000000003,0.03241133389416802,1.4406971949222844,76.99999999999999,1
MH405862,2.259999999999991,1,72.20962047993957,200.0,0.008032170729399237,0.6996784523841605,35.0,1
MH405863,2.7148440551999897,0,0.0,0.0,0.0,0.4831026140601592,35.699999999999996,1
MH405864,3.410000000000011,0,0.0,0.0,0.0,0.8784823225668107,83.59999999999998,1
MH405865,2.8811190795999977,7,569.0746230489873,199.99999999999997,0.05858634113988598,2.806274152471718,157.60000000000005,2
MH405938,2.569999999999993,8,583.5103911970251,202.47395219790755,0.05792527521345762,2.806274152471718,157.60000000000005,2
MH405939,2.1299999999999955,0,0.0,0.0,0.0,0.3207430971565629,43.39999999999999,1
MH405940,2.75,9,685.7843926497029,217.01843478090512,0.05331121616626636,2.806274152471718,157.60000000000005,2
MH405941,2.4299999999999926,2,151.12570342853564,200.00000000000003,0.07278708883033708,1.324467512919077,80.59999999999998,1
MH405942,2.4087216187000138,1,76.20102784067363,200.0,0.07795170443658285,0.6205034476436365,80.59999999999998,1
MH405945,3.510000000000005,10,776.9253055810827,235.55121261290992,0.04942560079347608,3.506646832044411,157.60000000000005,2
MH405946,3.735538635300003,11,814.7253841654681,245.50079952048057,0.047537490242398124,3.506646832044411,157.60000000000005,2
MH406956,5.069999999999993,185,11771.394109086756,338.20016427527986,0.02222667914907646,46.00894502671702,6397.31999999998,48
MH406956_1,5.076999999999998,171,11064.574861225121,343.81280569137704,0.022762555557612554,42.47476193331744,5897.919999999996,45
MH407003,2.3299999999999983,23,1743.7429382703444,296.23835792700135,0.018417852365244024,6.067390134112766,332.6000000000001,7
MH409133,2.700000000000003,9,426.256591942874,223.5398795589213,0.03633961396208957,2.6755210832665153,206.80000000000024,3
MH409134,2.4099999999999966,5,301.9768448644222,229.45846563735398,0.021889095513159873,1.8709336230081062,218.6000000000002,2
MH409138,3.0900000000000034,13,551.2229367615138,240.13946079638222,0.034777217567588066,3.4303849468787773,258.0000000000004,5
MH409141,3.8699999999999903,7,450.56886848382936,215.55572922987963,0.04130334184566042,2.8800580897140264,257.4000000000003,2
MH410048,3.269999999999996,6,287.88044180761295,344.6058900449315,0.008857843846523432,1.374161745611376,0.9,2
MH411165,3.1199999999999903,3,232.04413880716757,215.39739127440103,0.029778817235036125,2.0856377673413506,236.40000000000023,1
MH411166,2.36099999999999,0,0.0,0.0,0.0,0.18285732041945607,18.200000000000003,1
MH411168,3.0600000000000023,12,856.0334213616208,255.36894294711777,0.04571083210484842,3.506646832044411,157.60000000000005,2
MH411169,3.4599999999999937,1,123.15333381192107,200.0,0.05878850190979704,1.6766901074509477,110.59999999999998,1
MH411170,3.269999999999996,3,235.58650252811924,217.8498288101506,0.03531611493322683,1.8885208705022343,148.20000000000005,2
MH411654,1.8900000000000006,0,0.0,0.0,0.0,0.48108481703639316,21.200000000000003,1
MH411662,3.430000000000007,1,107.59272756188899,250.0,0.008829593054544957,0.28783489149923136,62.49999999999999,1
MH412047,5.0,21,1558.9131345890914,255.77410747353102,0.02078563537700964,0.024980087963869812,848.0999999999985,4
MH412767,4.969999999999999,13,1033.7255680234427,256.1492352061053,0.022591102244527643,0.024980087963869812,320.30000000000007,2
MH412768,4.9480000000000075,92,5980.2508771555,327.58944370137783,0.024817687927934227,29.28238826196091,3986.0000000000623,28
MH413144,4.450000000000003,9,630.7234711414497,199.99999999999997,0.034917045278406965,0.024980087963869812,246.3000000000002,2
MH413145,4.040000000000006,55,3442.0667425254082,308.5825696042534,0.025265634429910557,16.036985446058253,928.9999999999964,17
MH413146,4.099999999999994,16,984.5238675586689,304.1949214333798,0.03542829295392523,6.066249296382871,328.4000000000001,5
MH413148,4.460000000000008,10,730.5832063161353,206.8342479207957,0.030568728937270643,0.024980087963869812,271.30000000000024,2
MH413985,4.817999999999998,110,6967.862622810326,359.2193101141099,0.023045230466273953,34.118828038883336,4086.100000000065,33
MH413986,4.490000000000009,111,6978.020677054042,360.879969012148,0.023011683030407917,34.118828038883336,4086.100000000065,33
MH413987,4.861000000000004,30,2326.6244482611855,259.9124719368321,0.017386991712492642,1.5646259621308058,1145.4199999999994,6
MH413988,3.3900000000000006,5,116.66493069619031,300.00000000000006,0.013714489782423164,1.374161745611376,0.9,2
MH413989,2.319999999999993,3,95.56142535315475,300.0,0.01339452603673146,0.24535060367344813,0.9,1
MH413990,4.530000000000001,143,9318.709122882346,336.0073176523821,0.021576915573667765,35.217856040992224,5416.6200000000135,38
MH413991,3.299999999999997,5,494.04213926,246.4124658684889,0.013804490463536807,1.539645874166936,346.1200000000001,3
MH415126,3.9099999999999966,4,328.1488982022282,253.58749515924166,0.030992028483766306,2.2301981448805717,139.00000000000003,2
MH415869,3.9469999999999885,80,5245.61015031758,319.25239908423725,0.02556918950446209,25.952166013101937,1872.1999999999985,24
MH415870,4.568999999999988,12,932.9113534505332,243.30573570342563,0.02461434295452339,0.024980087963869812,320.30000000000007,2
MH417659,2.6099999999999994,0,0.0,0.0,0.0,0.3993241331796722,38.6,1
MH417662,3.529999999999987,6,310.39032213287544,199.99999999999997,0.037565604236231516,2.491931094823283,230.8000000000003,2
MH417663,3.259999999999991,5,304.29032500155887,199.99999999999997,0.03713558753451041,1.6148733628721672,130.19999999999996,2
MH417664,2.5999999999999943,3,119.43112421102573,200.0,0.028886942351008225,1.3458310866712426,110.79999999999997,1
MH417665,3.1300000000000097,2,57.30228130385991,199.99999999999997,0.007678577361812179,0.9291635827952426,60.99999999999999,1
MH417669,2.739999999999995,0,0.0,0.0,0.0,0.26904227620092463,19.4,1
MH417670,2.719999999999999,2,78.73136508733826,200.0,0.01752795723113824,1.0242146964410612,65.99999999999997,1
MH417671,2.740000000000009,1,11.275829947000222,200.0,0.06207968755206601,0.762423951696417,30.6,1
MH418157,3.569999999999993,7,285.47907859309566,200.00000000000003,0.035344096140865214,2.0983664029203926,147.00000000000003,3
MH418158,2.549999999999997,4,156.7096512839844,200.0,0.040520797206629725,1.1786684515143835,71.39999999999998,2
MH418233,3.3500000000000085,8,366.35352858202185,211.03776047987753,0.03897874289697985,2.318838928511579,190.6000000000002,3
MH418234,2.4399999999999977,0,0.0,0.0,0.0,0.2644472407548956,22.200000000000003,1
MH418704,4.329999999999998,81,5339.286447275557,334.7048709872031,0.025223595199452224,25.952166013101937,1872.1999999999985,24
MH418990,3.3499999999999943,0,0.0,0.0,0.0,1.0237960714022005,0.0,1
MH418992,3.1700000000000017,2,105.0564600299296,309.5321138349734,0.014753971336540531,1.0237960714022005,0.0,1
MH418993,2.960000000000008,1,91.70432488186792,300.0,0.01384885611050504,1.0237960714022005,0.0,1
MH418995,3.0400000000000063,3,116.71345080792437,323.561626648581,0.014222867960025129,1.0237960714022005,0.0,1
MH422562,3.260000000000005,6,664.8041090452787,234.49093291395153,0.011687653391851696,1.539645874166936,346.1200000000001,3
MH422563,4.939999999999998,101,6575.566740258662,343.8710977838543,0.02400036471894924,32.74466629327196,4085.200000000065,31
MH422564,4.849999999999994,29,2318.411288820716,258.97337793562485,0.01743564664083463,1.5646259621308058,1145.4199999999994,6
MH422566,4.769999999999996,109,6962.00522808337,358.2595287610886,0.023063182910622957,34.118828038883336,4086.100000000065,33
MH422569,5.040000000000006,20,1555.346850668438,255.32876328731683,0.020833295149615173,0.024980087963869812,848.0999999999985,4
MH423068,3.0,1,80.46694900436094,200.0,0.0484671041745182,0.5800252271677564,54.69999999999999,1
MH423069,2.309999999999988,2,122.83692777436755,234.49286752582555,0.03337758501686948,1.3556888478385598,1976.4000000000003,1
MH423466,2.75,3,97.28195077050353,175.70870316213342,0.03361363515123383,0.811408136102184,79.99999999999999,1
MH423970,3.3599999999999994,0,0.0,0.0,0.0,0.0,48.79999999999999,1
MHJ11_L,1.600999999999999,0,0.0,0.0,0.0,0.07570134535529961,0.0,1
MHJ12_L,1.4269999999999925,0,0.0,0.0,0.0,0.0804340285640422,0.0,1
MHJ22_L,2.3760000000000048,4,167.15520581140726,185.86281096264992,0.052466209218124754,0.811408136102184,79.99999999999999,1
MHJ23_L,3.25,1,45.10700004397455,200.0,0.008202717973691305,0.3993241331796722,38.6,1
MHJ25_L,2.6920000000000073,5,192.05209488891262,200.0,0.04446710151711566,1.1786684515143835,71.39999999999998,2
MHJ26_L,2.102000000000004,0,0.0,0.0,0.0,0.24399464566489448,0.0,1
MHJ27_L,1.902000000000001,0,0.0,0.0,0.0,0.04350686580032603,0.0,1
MHJ28_L,1.399000000000001,0,0.0,0.0,0.0,0.6842597254212223,0.0,1
MHJ31_L,4.1200000000000045,146,9465.51509899448,336.95278897699404,0.02143454401351627,35.76280116361348,5479.12000000001,39
MHJ6_L,2.0919999999999987,1,21.17098063420133,200.0,0.007085170148315351,0.3697719656198182,44.4,1
MHJ7_L,2.8389999999999986,0,0.0,0.0,0.0,0.38591532658959055,0.0,1
MHJ8_L,1.703000000000003,1,86.97112074622302,300.0,0.007473745243512156,0.24535060367344813,0.9,1
MHJ9_L,2.304000000000002,2,87.97112074622302,300.0,0.013868187533036435,0.24535060367344813,0.9,1
MH492576,1.7354470825000021,0,0.0,0.0,0.0,0.0,0.0,1
MH414536,3.0390000000000015,1,68.6543256389087,250.0,0.0189354419827444,1.0592251811093103,0.0,1
MH414965,3.0289999999999964,1,69.18115980484912,200.0,0.01908033926756291,0.0,301.0,1
MH1371142,3.059999999999988,1,91.61766472646691,200.0,0.021393254301468725,0.0,27.0,1
MH1371153,3.0999999999999943,2,211.30817938225067,221.77651715757713,0.021248585895379413,1.6386414012913597,139.00000000000003,2
MH1371167,2.435999999999993,0,0.0,0.0,0.0,0.0,27.0,1
MH1371174,2.415999999999997,0,0.0,0.0,0.0,0.39268631835859236,46.599999999999994,1
MH1371181,3.1260000000000048,5,502.83394440796127,247.41810470873753,0.016216089010459605,2.0075149725011707,2.8,2
MH1371196,2.929000000000002,2,292.235158746385,199.99999999999997,0.018146344959821196,0.0,21.6,2
MH1371208,3.6300000000000097,0,0.0,0.0,0.0,0.0,21.6,1
MH1371238,3.5799999999999983,3,214.23264434282473,202.1142457069337,0.013186599122957707,2.0075149725011707,0.0,1
MH397068,1.5699999999999932,1,11.275748311790034,150.0,0.004434295500167973,0.2615881319105943,0.0,1
MH397074,1.8900000000000006,0,0.0,0.0,0.0,0.526234055315833,53.199999999999996,1
MH397076,2.8999999999999915,2,47.2620948626605,150.0,0.02898728894648217,0.5332112810837409,46.599999999999994,1
MH397653,3.0700000000000074,2,109.6840328021442,199.99999999999997,0.01878122045089257,0.0,308.59999999999997,1
MH397666,3.0130000000000052,0,0.0,0.0,0.0,0.4800317057378875,37.4,1
MH397759,3.0900000000000034,2,109.3873920223781,268.6187208737623,0.018923570273770854,1.3485161793134437,10.8,1
MH398281,4.6499999999999915,13,1117.114004210205,239.9247614877063,0.017470016423075593,4.997895572432711,213.20000000000013,5
MH398282,3.2900000000000063,1,167.9782071605675,200.0,0.006191279318786204,0.0,65.99999999999999,1
MH398283,4.609999999999999,0,0.0,0.0,0.0,0.0,44.999999999999986,1
MH398284,3.3000000000000114,16,1298.5255808004295,286.7420278401309,0.017254954643395364,5.6251043564281975,224.40000000000015,6
MH400938,3.2099999999999937,2,148.87815474516069,223.9986477818803,0.011351564659656232,1.75672806437364,185.40000000000015,1
MH404143,2.254000000000005,0,0.0,0.0,0.0,1.9115910428265872,0.0,1
MH404625,2.665999999999997,0,0.0,0.0,0.0,0.4586019350565146,43.599999999999994,1
MH404628,4.652000000000001,9,800.3350948997338,229.98613544383878,0.01876339060438346,2.0075149725011707,24.400000000000002,4
MH404631,2.9869999999999948,12,1017.9302474761512,226.76347697865992,0.018484567136748585,4.076916609697216,124.30000000000003,5
MH408352,2.578000000000003,1,132.41553483227455,200.0,0.008005103036759711,1.9115910428265872,0.0,1
MH409049,2.6299999999999955,4,217.93457113489237,221.5370181830101,0.018078820535367482,1.7160576399619571,188.60000000000014,2
MH410865,2.9410000000000025,1,51.81692775460338,200.0,0.03280781153315243,0.8932543523609984,122.0,1
MH410868,2.6500000000000057,1,66.44344786369756,200.0,0.02513415624405658,0.758049068564325,94.5,1
MH416611,2.8299999999999983,0,0.0,0.0,0.0,0.0,30.2,1
MH416612,2.8900000000000006,0,0.0,0.0,0.0,0.40774261285279423,0.0,1
MH417675,2.7349999999999994,0,0.0,0.0,0.0,0.8436786496222941,87.00000000000001,1
MH422045,2.7519999999999953,1,96.32270668982633,200.0,0.010070315020564626,0.5739566272874262,53.19999999999999,1
MH422046,2.8400000000000034,3,156.35910064420537,200.0,0.03018692215901359,1.3638496597207914,100.79999999999998,2
MH422137,2.469999999999999,0,0.0,0.0,0.0,0.6717602348244454,61.79999999999999,1
MH423067,3.334000000000003,1,77.42066678225305,200.0,0.01007482927257349,1.0114891287502636,128.99999999999997,1
MH423969,3.3799999999999955,0,0.0,0.0,0.0,0.8422962597879551,19.4,1
MHJ1_L,3.221999999999994,2,209.70323985695606,200.0,0.011687945315827657,1.9115910428265872,0.0,1
MHJ2_L,2.3830000000000098,1,40.232298493356986,150.0,0.01516194756063267,0.10062676048489519,0.0,1
MHJ20_L,2.676000000000002,0,0.0,0.0,0.0,0.1800924220795574,0.0,1
MHJ21_L,2.1029999999999944,0,0.0,0.0,0.0,0.14393949399035208,0.0,1
MHJ24_L,2.4890000000000043,0,0.0,0.0,0.0,0.0,0.0,1
MHJ3_L,1.0090000000000003,0,0.0,0.0,0.0,0.10062676048489519,0.0,1
MHJ32_L,2.3900000000000006,0,0.0,0.0,0.0,0.0,2.8,1
MH492375,1.6628146361999967,0,0.0,0.0,0.0,0.0,0.0,1
MH499971,3.7603842162999968,14,1177.2048732715546,258.30493855029744,0.017529658998650582,4.997895572432711,213.20000000000013,5
MH396959,1.4699999999999989,0,0.0,0.0,0.0,0.1951228993007393,8.2,1
MH396964,1.5900000000000034,0,0.0,0.0,0.0,0.0,27.200000000000003,1
MH398541,4.290000000000006,186,11876.553327366788,343.17453940973314,0.022092183882625942,46.00894502671702,6397.31999999998,48
MH398551,2.9000000000000057,0,0.0,0.0,0.0,0.40565848570141494,50.399999999999984,1
MH398555,3.049999999999997,0,0.0,0.0,0.0,0.31504395415940073,77.2,1
MH398556,2.8900000000000006,4,176.00092931357028,185.7235079786038,0.02460214282326599,1.7738643948308137,300.6,2
MH398557,3.480000000000004,1,64.77273028884791,200.0,0.020224560461758835,0.7868881142618624,96.29999999999998,1
MH398559,3.030000000000001,5,258.8660097387677,206.29892723189826,0.022135003377934278,1.9996843512242835,344.4000000000001,2
MH413993,1.509999999999991,0,0.0,0.0,0.0,0.24535060367344813,0.9,1
MH418975,5.019999999999996,187,12046.01990319247,353.1183458682377,0.02183700526098966,46.00894502671702,6397.31999999998,48
MHJ4_L,2.0109999999999957,1,38.98363554050279,150.0,0.025908307062604056,0.3233610387655914,152.9,1
MHJ5_L,1.9780000000000086,0,0.0,0.0,0.0,0.3233610387655914,152.9,1
MH411652,3.019999999999996,3,323.75,218.2254826254826,0.016432432432432413,1.539645874166936,193.12000000000015,3
MH1401601,2.819999999999993,4,484.61967545999994,245.37056306087769,0.013825274414705435,1.539645874166936,260.6200000000003,3
MH483854,1.6499999999999915,0,0.0,0.0,0.0,0.0,0.0,1
